Node1	Node2	Edge	support	conflict	snp_count	hg	path
2016	2017	2	39	0	2	A1;A00;C1a2	916
2017	2018	3	6	0	3	A1b	916
2018	2019	4	0	37	4	R1a1;BT	916
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	916
2020	2021	6	0	2	6	CF	916
2021	2022	7	1	16	7	F	916
2022	2023	8	0	1	8	F;GHIJK	916
2023	2024	9	0	0	9	HIJK	916
2024	2025	10	0	0	10	IJK	916
2025	2026	11	0	3	11	K~;K	916
2026	2027	12	0	0	12	K2	916
2027	2638	1234	0	1	1234	NO[K2a]	916
2638	2639	1236	0	4	1236	NO[K2a]	916
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	916
2640	2768	1494	0	9	1494	O	916
2768	2913	1784	0	2	1784	O1	916
2913	2914	1785	0	34	1785	J1a2a1a2d2b2b2c4d2a2a5a1e4a5b1~;O1a	916
2914	2919	1795	0	0	0		916
2919	2921	1799	0	10	1799	O1a1a	916
2921	2931	1819	0	2	1819	O1a1a1	916
2931	2936	1829	0	0	1829	O1a1a1a	916
2936	2937	1830	0	4	1830	O1a1a1a1	916
2937	2938	1832	0	1	1832	O1a1a1a1a;O1a1a1a1a1;O1a1a1a1a1a	916
2938	2939	1834	0	1	1834	O1a1a1a1a1a1	916
2939	2942	1840	0	0	1840	O1a1a1a1a1a1	916
2942	2943	1842	0	0	0		916
2943	2944	1844	1	5	1844	O1a1a1a1a1a1c1;O1a1a1a1a1a1c1a1;O1a1a1a1a1a1c1a;O1a1a1a1a1a1c	916
2944	916	1845	0	0	0		916
2015	2016	1	0	0	0		917
2016	2017	2	39	0	2	A1;A00;C1a2	917
2017	2018	3	6	0	3	A1b	917
2018	2019	4	0	37	4	R1a1;BT	917
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	917
2020	2021	6	0	2	6	CF	917
2021	2022	7	1	16	7	F	917
2022	2023	8	0	1	8	F;GHIJK	917
2023	2024	9	0	0	9	HIJK	917
2024	2025	10	0	0	10	IJK	917
2025	2026	11	0	3	11	K~;K	917
2026	2027	12	0	0	12	K2	917
2027	2638	1234	0	1	1234	NO[K2a]	917
2638	2639	1236	0	4	1236	NO[K2a]	917
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	917
2640	2768	1494	0	9	1494	O	917
2768	2913	1784	0	2	1784	O1	917
2913	2914	1785	0	34	1785	J1a2a1a2d2b2b2c4d2a2a5a1e4a5b1~;O1a	917
2914	2919	1795	0	0	0		917
2919	2921	1799	0	10	1799	O1a1a	917
2921	2931	1819	0	2	1819	O1a1a1	917
2931	2936	1829	0	0	1829	O1a1a1a	917
2936	2937	1830	0	4	1830	O1a1a1a1	917
2937	2938	1832	0	1	1832	O1a1a1a1a;O1a1a1a1a1;O1a1a1a1a1a	917
2938	2939	1834	0	1	1834	O1a1a1a1a1a1	917
2939	2942	1840	0	0	1840	O1a1a1a1a1a1	917
2942	2943	1842	0	0	0		917
2943	2944	1844	1	5	1844	O1a1a1a1a1a1c1;O1a1a1a1a1a1c1a1;O1a1a1a1a1a1c1a;O1a1a1a1a1a1c	917
2944	917	1846	0	0	0		917
2015	2016	1	0	0	0		918
2016	2017	2	39	0	2	A1;A00;C1a2	918
2017	2018	3	6	0	3	A1b	918
2018	2019	4	0	37	4	R1a1;BT	918
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	918
2020	2021	6	0	2	6	CF	918
2021	2022	7	1	16	7	F	918
2022	2023	8	0	1	8	F;GHIJK	918
2023	2024	9	0	0	9	HIJK	918
2024	2025	10	0	0	10	IJK	918
2025	2026	11	0	3	11	K~;K	918
2026	2027	12	0	0	12	K2	918
2027	2638	1234	0	1	1234	NO[K2a]	918
2638	2639	1236	0	4	1236	NO[K2a]	918
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	918
2640	2768	1494	0	9	1494	O	918
2768	2913	1784	0	2	1784	O1	918
2913	2914	1785	0	34	1785	J1a2a1a2d2b2b2c4d2a2a5a1e4a5b1~;O1a	918
2914	2919	1795	0	0	0		918
2919	2921	1799	0	10	1799	O1a1a	918
2921	2931	1819	0	2	1819	O1a1a1	918
2931	2936	1829	0	0	1829	O1a1a1a	918
2936	2945	1847	0	0	0		918
2945	2946	1848	0	0	1848	O1a1a1a2	918
2946	918	1849	0	12	1849	O1a1a1a2b;O2a3~;J1a2a1a2c2~	918
2015	2016	1	0	0	0		919
2016	2017	2	39	0	2	A1;A00;C1a2	919
2017	2018	3	6	0	3	A1b	919
2018	2019	4	0	37	4	R1a1;BT	919
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	919
2020	2021	6	0	2	6	CF	919
2021	2022	7	1	16	7	F	919
2022	2023	8	0	1	8	F;GHIJK	919
2023	2024	9	0	0	9	HIJK	919
2024	2025	10	0	0	10	IJK	919
2025	2026	11	0	3	11	K~;K	919
2026	2027	12	0	0	12	K2	919
2027	2638	1234	0	1	1234	NO[K2a]	919
2638	2639	1236	0	4	1236	NO[K2a]	919
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	919
2640	2768	1494	0	9	1494	O	919
2768	2913	1784	0	2	1784	O1	919
2913	2914	1785	0	34	1785	J1a2a1a2d2b2b2c4d2a2a5a1e4a5b1~;O1a	919
2914	2919	1795	0	0	0		919
2919	2921	1799	0	10	1799	O1a1a	919
2921	2931	1819	0	2	1819	O1a1a1	919
2931	2936	1829	0	0	1829	O1a1a1a	919
2936	2945	1847	0	0	0		919
2945	2946	1848	0	0	1848	O1a1a1a2	919
2946	919	1850	0	13	1850	O1a1a1a2a;O1a1a1a2a1a;O1a1a1a2a1	919
2015	2016	1	0	0	0		920
2016	2017	2	39	0	2	A1;A00;C1a2	920
2017	2018	3	6	0	3	A1b	920
2018	2019	4	0	37	4	R1a1;BT	920
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	920
2020	2021	6	0	2	6	CF	920
2021	2022	7	1	16	7	F	920
2022	2023	8	0	1	8	F;GHIJK	920
2023	2024	9	0	0	9	HIJK	920
2024	2025	10	0	0	10	IJK	920
2025	2026	11	0	3	11	K~;K	920
2026	2027	12	0	0	12	K2	920
2027	2638	1234	0	1	1234	NO[K2a]	920
2638	2639	1236	0	4	1236	NO[K2a]	920
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	920
2640	2768	1494	0	9	1494	O	920
2768	2913	1784	0	2	1784	O1	920
2913	2914	1785	0	34	1785	J1a2a1a2d2b2b2c4d2a2a5a1e4a5b1~;O1a	920
2914	2919	1795	0	0	0		920
2919	2921	1799	0	10	1799	O1a1a	920
2921	2931	1819	0	2	1819	O1a1a1	920
2931	2936	1829	0	0	1829	O1a1a1a	920
2936	2945	1847	0	0	0		920
2945	920	1851	0	10	1851	O1a1a1a3a;O1a1a1a3	920
2015	2016	1	0	0	0		921
2016	2017	2	39	0	2	A1;A00;C1a2	921
2017	2018	3	6	0	3	A1b	921
2018	2019	4	0	37	4	R1a1;BT	921
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	921
2020	2021	6	0	2	6	CF	921
2021	2022	7	1	16	7	F	921
2022	2023	8	0	1	8	F;GHIJK	921
2023	2024	9	0	0	9	HIJK	921
2024	2025	10	0	0	10	IJK	921
2025	2026	11	0	3	11	K~;K	921
2026	2027	12	0	0	12	K2	921
2027	2638	1234	0	1	1234	NO[K2a]	921
2638	2639	1236	0	4	1236	NO[K2a]	921
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	921
2640	2768	1494	0	9	1494	O	921
2768	2913	1784	0	2	1784	O1	921
2913	2947	1852	0	6	1852	O1b	921
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	921
2948	921	1854	0	14	1854	O1b2a1b;C1b1a1a1a1a1a1a1a2~;N2~	921
2015	2016	1	0	0	0		922
2016	2017	2	39	0	2	A1;A00;C1a2	922
2017	2018	3	6	0	3	A1b	922
2018	2019	4	0	37	4	R1a1;BT	922
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	922
2020	2021	6	0	2	6	CF	922
2021	2022	7	1	16	7	F	922
2022	2023	8	0	1	8	F;GHIJK	922
2023	2024	9	0	0	9	HIJK	922
2024	2025	10	0	0	10	IJK	922
2025	2026	11	0	3	11	K~;K	922
2026	2027	12	0	0	12	K2	922
2027	2638	1234	0	1	1234	NO[K2a]	922
2638	2639	1236	0	4	1236	NO[K2a]	922
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	922
2640	2768	1494	0	9	1494	O	922
2768	2913	1784	0	2	1784	O1	922
2913	2947	1852	0	6	1852	O1b	922
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	922
2948	2949	1855	0	9	1855	O1b2a1a	922
2949	2950	1856	0	10	1856	O1b2a1a1	922
2950	2951	1857	0	0	1857		922
2951	2952	1858	0	0	0		922
2952	2953	1859	0	0	0		922
2953	2954	1860	0	0	1860	O1b2a1a1a	922
2954	922	1861	0	8	1861	O1b2a1a1a;O1b2a1a1a1;I	922
2015	2016	1	0	0	0		923
2016	2017	2	39	0	2	A1;A00;C1a2	923
2017	2018	3	6	0	3	A1b	923
2018	2019	4	0	37	4	R1a1;BT	923
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	923
2020	2021	6	0	2	6	CF	923
2021	2022	7	1	16	7	F	923
2022	2023	8	0	1	8	F;GHIJK	923
2023	2024	9	0	0	9	HIJK	923
2024	2025	10	0	0	10	IJK	923
2025	2026	11	0	3	11	K~;K	923
2026	2027	12	0	0	12	K2	923
2027	2638	1234	0	1	1234	NO[K2a]	923
2638	2639	1236	0	4	1236	NO[K2a]	923
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	923
2640	2768	1494	0	9	1494	O	923
2768	2913	1784	0	2	1784	O1	923
2913	2947	1852	0	6	1852	O1b	923
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	923
2948	2949	1855	0	9	1855	O1b2a1a	923
2949	2950	1856	0	10	1856	O1b2a1a1	923
2950	2951	1857	0	0	1857		923
2951	2952	1858	0	0	0		923
2952	2953	1859	0	0	0		923
2953	2954	1860	0	0	1860	O1b2a1a1a	923
2954	923	1862	0	9	1862	E1b1b1b1b1a2~	923
2015	2016	1	0	0	0		924
2016	2017	2	39	0	2	A1;A00;C1a2	924
2017	2018	3	6	0	3	A1b	924
2018	2019	4	0	37	4	R1a1;BT	924
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	924
2020	2021	6	0	2	6	CF	924
2021	2022	7	1	16	7	F	924
2022	2023	8	0	1	8	F;GHIJK	924
2023	2024	9	0	0	9	HIJK	924
2024	2025	10	0	0	10	IJK	924
2025	2026	11	0	3	11	K~;K	924
2026	2027	12	0	0	12	K2	924
2027	2638	1234	0	1	1234	NO[K2a]	924
2638	2639	1236	0	4	1236	NO[K2a]	924
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	924
2640	2768	1494	0	9	1494	O	924
2768	2913	1784	0	2	1784	O1	924
2913	2947	1852	0	6	1852	O1b	924
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	924
2948	2949	1855	0	9	1855	O1b2a1a	924
2949	2950	1856	0	10	1856	O1b2a1a1	924
2950	2951	1857	0	0	1857		924
2951	2952	1858	0	0	0		924
2952	2953	1859	0	0	0		924
2953	924	1863	0	3	1863		924
2015	2016	1	0	0	0		925
2016	2017	2	39	0	2	A1;A00;C1a2	925
2017	2018	3	6	0	3	A1b	925
2018	2019	4	0	37	4	R1a1;BT	925
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	925
2020	2021	6	0	2	6	CF	925
2021	2022	7	1	16	7	F	925
2022	2023	8	0	1	8	F;GHIJK	925
2023	2024	9	0	0	9	HIJK	925
2024	2025	10	0	0	10	IJK	925
2025	2026	11	0	3	11	K~;K	925
2026	2027	12	0	0	12	K2	925
2027	2638	1234	0	1	1234	NO[K2a]	925
2638	2639	1236	0	4	1236	NO[K2a]	925
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	925
2640	2768	1494	0	9	1494	O	925
2768	2913	1784	0	2	1784	O1	925
2913	2947	1852	0	6	1852	O1b	925
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	925
2948	2949	1855	0	9	1855	O1b2a1a	925
2949	2950	1856	0	10	1856	O1b2a1a1	925
2950	2951	1857	0	0	1857		925
2951	2952	1858	0	0	0		925
2952	2955	1864	0	0	0		925
2955	2956	1865	0	0	1865		925
2956	925	1866	0	4	1866	C1a2a1;R1b1a1b1a1a2b1c1b3a1	925
2015	2016	1	0	0	0		926
2016	2017	2	39	0	2	A1;A00;C1a2	926
2017	2018	3	6	0	3	A1b	926
2018	2019	4	0	37	4	R1a1;BT	926
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	926
2020	2021	6	0	2	6	CF	926
2021	2022	7	1	16	7	F	926
2022	2023	8	0	1	8	F;GHIJK	926
2023	2024	9	0	0	9	HIJK	926
2024	2025	10	0	0	10	IJK	926
2025	2026	11	0	3	11	K~;K	926
2026	2027	12	0	0	12	K2	926
2027	2638	1234	0	1	1234	NO[K2a]	926
2638	2639	1236	0	4	1236	NO[K2a]	926
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	926
2640	2768	1494	0	9	1494	O	926
2768	2913	1784	0	2	1784	O1	926
2913	2947	1852	0	6	1852	O1b	926
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	926
2948	2949	1855	0	9	1855	O1b2a1a	926
2949	2950	1856	0	10	1856	O1b2a1a1	926
2950	2951	1857	0	0	1857		926
2951	2952	1858	0	0	0		926
2952	2955	1864	0	0	0		926
2955	2956	1865	0	0	1865		926
2956	2957	1867	0	0	0		926
2957	926	1868	0	8	1868		926
2015	2016	1	0	0	0		927
2016	2017	2	39	0	2	A1;A00;C1a2	927
2017	2018	3	6	0	3	A1b	927
2018	2019	4	0	37	4	R1a1;BT	927
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	927
2020	2021	6	0	2	6	CF	927
2021	2022	7	1	16	7	F	927
2022	2023	8	0	1	8	F;GHIJK	927
2023	2024	9	0	0	9	HIJK	927
2024	2025	10	0	0	10	IJK	927
2025	2026	11	0	3	11	K~;K	927
2026	2027	12	0	0	12	K2	927
2027	2638	1234	0	1	1234	NO[K2a]	927
2638	2639	1236	0	4	1236	NO[K2a]	927
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	927
2640	2768	1494	0	9	1494	O	927
2768	2913	1784	0	2	1784	O1	927
2913	2947	1852	0	6	1852	O1b	927
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	927
2948	2949	1855	0	9	1855	O1b2a1a	927
2949	2950	1856	0	10	1856	O1b2a1a1	927
2950	2951	1857	0	0	1857		927
2951	2952	1858	0	0	0		927
2952	2955	1864	0	0	0		927
2955	2956	1865	0	0	1865		927
2956	2957	1867	0	0	0		927
2957	927	1869	0	2	1869		927
2015	2016	1	0	0	0		928
2016	2017	2	39	0	2	A1;A00;C1a2	928
2017	2018	3	6	0	3	A1b	928
2018	2019	4	0	37	4	R1a1;BT	928
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	928
2020	2021	6	0	2	6	CF	928
2021	2022	7	1	16	7	F	928
2022	2023	8	0	1	8	F;GHIJK	928
2023	2024	9	0	0	9	HIJK	928
2024	2025	10	0	0	10	IJK	928
2025	2026	11	0	3	11	K~;K	928
2026	2027	12	0	0	12	K2	928
2027	2638	1234	0	1	1234	NO[K2a]	928
2638	2639	1236	0	4	1236	NO[K2a]	928
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	928
2640	2768	1494	0	9	1494	O	928
2768	2913	1784	0	2	1784	O1	928
2913	2947	1852	0	6	1852	O1b	928
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	928
2948	2949	1855	0	9	1855	O1b2a1a	928
2949	2950	1856	0	10	1856	O1b2a1a1	928
2950	2951	1857	0	0	1857		928
2951	2952	1858	0	0	0		928
2952	2955	1864	0	0	0		928
2955	928	1870	0	13	1870		928
2015	2016	1	0	0	0		929
2016	2017	2	39	0	2	A1;A00;C1a2	929
2017	2018	3	6	0	3	A1b	929
2018	2019	4	0	37	4	R1a1;BT	929
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	929
2020	2021	6	0	2	6	CF	929
2021	2022	7	1	16	7	F	929
2022	2023	8	0	1	8	F;GHIJK	929
2023	2024	9	0	0	9	HIJK	929
2024	2025	10	0	0	10	IJK	929
2025	2026	11	0	3	11	K~;K	929
2026	2027	12	0	0	12	K2	929
2027	2638	1234	0	1	1234	NO[K2a]	929
2638	2639	1236	0	4	1236	NO[K2a]	929
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	929
2640	2768	1494	0	9	1494	O	929
2768	2913	1784	0	2	1784	O1	929
2913	2947	1852	0	6	1852	O1b	929
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	929
2948	2949	1855	0	9	1855	O1b2a1a	929
2949	2950	1856	0	10	1856	O1b2a1a1	929
2950	2951	1857	0	0	1857		929
2951	929	1871	0	4	1871		929
2015	2016	1	0	0	0		930
2016	2017	2	39	0	2	A1;A00;C1a2	930
2017	2018	3	6	0	3	A1b	930
2018	2019	4	0	37	4	R1a1;BT	930
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	930
2020	2021	6	0	2	6	CF	930
2021	2022	7	1	16	7	F	930
2022	2023	8	0	1	8	F;GHIJK	930
2023	2024	9	0	0	9	HIJK	930
2024	2025	10	0	0	10	IJK	930
2025	2026	11	0	3	11	K~;K	930
2026	2027	12	0	0	12	K2	930
2027	2638	1234	0	1	1234	NO[K2a]	930
2638	2639	1236	0	4	1236	NO[K2a]	930
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	930
2640	2768	1494	0	9	1494	O	930
2768	2913	1784	0	2	1784	O1	930
2913	2947	1852	0	6	1852	O1b	930
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	930
2948	2949	1855	0	9	1855	O1b2a1a	930
2949	2950	1856	0	10	1856	O1b2a1a1	930
2950	930	1872	0	4	1872		930
2015	2016	1	0	0	0		931
2016	2017	2	39	0	2	A1;A00;C1a2	931
2017	2018	3	6	0	3	A1b	931
2018	2019	4	0	37	4	R1a1;BT	931
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	931
2020	2021	6	0	2	6	CF	931
2021	2022	7	1	16	7	F	931
2022	2023	8	0	1	8	F;GHIJK	931
2023	2024	9	0	0	9	HIJK	931
2024	2025	10	0	0	10	IJK	931
2025	2026	11	0	3	11	K~;K	931
2026	2027	12	0	0	12	K2	931
2027	2638	1234	0	1	1234	NO[K2a]	931
2638	2639	1236	0	4	1236	NO[K2a]	931
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	931
2640	2768	1494	0	9	1494	O	931
2768	2913	1784	0	2	1784	O1	931
2913	2947	1852	0	6	1852	O1b	931
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	931
2948	2949	1855	0	9	1855	O1b2a1a	931
2949	2958	1873	0	0	0		931
2958	931	1874	0	5	1874	O1b2a1a3a;O1b2a1a3	931
2015	2016	1	0	0	0		932
2016	2017	2	39	0	2	A1;A00;C1a2	932
2017	2018	3	6	0	3	A1b	932
2018	2019	4	0	37	4	R1a1;BT	932
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	932
2020	2021	6	0	2	6	CF	932
2021	2022	7	1	16	7	F	932
2022	2023	8	0	1	8	F;GHIJK	932
2023	2024	9	0	0	9	HIJK	932
2024	2025	10	0	0	10	IJK	932
2025	2026	11	0	3	11	K~;K	932
2026	2027	12	0	0	12	K2	932
2027	2638	1234	0	1	1234	NO[K2a]	932
2638	2639	1236	0	4	1236	NO[K2a]	932
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	932
2640	2768	1494	0	9	1494	O	932
2768	2913	1784	0	2	1784	O1	932
2913	2947	1852	0	6	1852	O1b	932
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	932
2948	2949	1855	0	9	1855	O1b2a1a	932
2949	2958	1873	0	0	0		932
2958	2959	1875	0	8	1875	O1b2a1a2a1;O1b2a1a2a;O1b2a1a2	932
2959	932	1876	0	1	1876	O1b2a1a2a1b1;O1b2a1a2a1b	932
2015	2016	1	0	0	0		933
2016	2017	2	39	0	2	A1;A00;C1a2	933
2017	2018	3	6	0	3	A1b	933
2018	2019	4	0	37	4	R1a1;BT	933
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	933
2020	2021	6	0	2	6	CF	933
2021	2022	7	1	16	7	F	933
2022	2023	8	0	1	8	F;GHIJK	933
2023	2024	9	0	0	9	HIJK	933
2024	2025	10	0	0	10	IJK	933
2025	2026	11	0	3	11	K~;K	933
2026	2027	12	0	0	12	K2	933
2027	2638	1234	0	1	1234	NO[K2a]	933
2638	2639	1236	0	4	1236	NO[K2a]	933
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	933
2640	2768	1494	0	9	1494	O	933
2768	2913	1784	0	2	1784	O1	933
2913	2947	1852	0	6	1852	O1b	933
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	933
2948	2949	1855	0	9	1855	O1b2a1a	933
2949	2958	1873	0	0	0		933
2958	2959	1875	0	8	1875	O1b2a1a2a1;O1b2a1a2a;O1b2a1a2	933
2959	2960	1877	0	0	1877	O1b2a1a2	933
2960	2961	1878	0	0	1878	O1b2a1a2a1a;G2a2b2b1a1b1b	933
2961	933	1879	0	5	1879		933
2015	2016	1	0	0	0		934
2016	2017	2	39	0	2	A1;A00;C1a2	934
2017	2018	3	6	0	3	A1b	934
2018	2019	4	0	37	4	R1a1;BT	934
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	934
2020	2021	6	0	2	6	CF	934
2021	2022	7	1	16	7	F	934
2022	2023	8	0	1	8	F;GHIJK	934
2023	2024	9	0	0	9	HIJK	934
2024	2025	10	0	0	10	IJK	934
2025	2026	11	0	3	11	K~;K	934
2026	2027	12	0	0	12	K2	934
2027	2638	1234	0	1	1234	NO[K2a]	934
2638	2639	1236	0	4	1236	NO[K2a]	934
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	934
2640	2768	1494	0	9	1494	O	934
2768	2913	1784	0	2	1784	O1	934
2913	2947	1852	0	6	1852	O1b	934
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	934
2948	2949	1855	0	9	1855	O1b2a1a	934
2949	2958	1873	0	0	0		934
2958	2959	1875	0	8	1875	O1b2a1a2a1;O1b2a1a2a;O1b2a1a2	934
2959	2960	1877	0	0	1877	O1b2a1a2	934
2960	2961	1878	0	0	1878	O1b2a1a2a1a;G2a2b2b1a1b1b	934
2961	934	1880	0	2	1880		934
2015	2016	1	0	0	0		935
2016	2017	2	39	0	2	A1;A00;C1a2	935
2017	2018	3	6	0	3	A1b	935
2018	2019	4	0	37	4	R1a1;BT	935
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	935
2020	2021	6	0	2	6	CF	935
2021	2022	7	1	16	7	F	935
2022	2023	8	0	1	8	F;GHIJK	935
2023	2024	9	0	0	9	HIJK	935
2024	2025	10	0	0	10	IJK	935
2025	2026	11	0	3	11	K~;K	935
2026	2027	12	0	0	12	K2	935
2027	2638	1234	0	1	1234	NO[K2a]	935
2638	2639	1236	0	4	1236	NO[K2a]	935
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	935
2640	2768	1494	0	9	1494	O	935
2768	2913	1784	0	2	1784	O1	935
2913	2947	1852	0	6	1852	O1b	935
2947	2948	1853	0	34	1853	O1b2;O1b2a1;R1b1a1b1a1a1g1~;O1b2a;G1a2	935
2948	2949	1855	0	9	1855	O1b2a1a	935
2949	2958	1873	0	0	0		935
2958	2959	1875	0	8	1875	O1b2a1a2a1;O1b2a1a2a;O1b2a1a2	935
2959	2960	1877	0	0	1877	O1b2a1a2	935
2960	2962	1881	0	0	1881		935
2962	935	1882	0	6	1882		935
2015	2016	1	0	0	0		936
2016	2017	2	39	0	2	A1;A00;C1a2	936
2017	2018	3	6	0	3	A1b	936
2018	2019	4	0	37	4	R1a1;BT	936
2019	2020	5	0	35	5	CT;I1a2a1a1d2a1a~;E1b1b1b1a1~;L1a2;E1b1b1b2b2a1a1b~	936
2020	2021	6	0	2	6	CF	936
2021	2022	7	1	16	7	F	936
2022	2023	8	0	1	8	F;GHIJK	936
2023	2024	9	0	0	9	HIJK	936
2024	2025	10	0	0	10	IJK	936
2025	2026	11	0	3	11	K~;K	936
2026	2027	12	0	0	12	K2	936
2027	2638	1234	0	1	1234	NO[K2a]	936
2638	2639	1236	0	4	1236	NO[K2a]	936
2639	2640	1238	0	8	1238	NO1[K1a1];NO1[K1a1]~;NO[K2a]~;H1a2a4~	936
2640	2768	1494	0	9	1494	O	936
